번호,번호2,학년-반-번호,자료명,저자명,청구기호,대출일,반납일
3900,A100515,2002-06-28,허공에서 춤추다,낸시 크레스 ; 정소연,843.5 크294ㅎ,2019.11.20,2019.11.27
3901,A100515,2002-06-28,그러니까 당신도 살아,오히라 미쓰요 지음;김인경 옮김,838 오98ㄱ,2019.11.20,2019.11.27
3902,A100025,2002-03-02,(조선의 마지막 황녀) 덕혜옹주,권비영 지음,813.6 권48ㄷ,2019.11.21,2019.11.28
3903,A100195,2002-10-09,아몬드,손원평 지음,813.6 손66ㅇ,2019.11.21,2019.11.26
3904,A100200,3-9반-7,메타인지 공부법,서상훈;유현심 [공]지음,373.4 서52ㅁ,2019.11.21,2019.11.28
3905,A100200,3-9반-7,아이들은 놀이가 밥이다,편해문 지음,370.4 편93ㅇ,2019.11.21,2019.11.28
3906,A100256,2002-01-11,치즈랑 소금이랑 콩이랑,가쿠타 미츠요 [외] 지음;임희선 옮김,833.6 가876ㅊ,2019.11.21,2019.11.27
3907,A100256,2002-01-11,돌이킬 수 없는 약속,야쿠마루 가쿠 ; 김성미,833.6 가876ㄷ,2019.11.21,2019.11.25
3908,A100265,2002-02-16,사진학교에서 배운 것들,임영균 지음,고 660.4 임64ㅅ,2019.11.21,2019.12.27
3909,A100265,2002-02-16,위대한 사진가들,줄리엣 해킹 지음; 이상미 옮김,660.4 해878ㅇ,2019.11.21,2019.12.27
3910,A100272,,성교육 교과서,전국   교직원 노동조합 여성국,,2019.11.21,2019.11.21
3911,A100382,3-12반-10,카페 메뉴 스탠다드 레시피,한국커피협회,573.93 한16ㅋ,2019.11.21,2019.11.28
3912,A100382,3-12반-10,디저트 카페 마실,타다 치카코 지음;문영은 옮김,594.54 타22ㄷ,2019.11.21,2019.11.28
3913,A100516,,문명과 야만을 넘어서 문화읽기,이태주 지음,389 이883ㅁ,2019.11.21,2019.12.13
3914,A100516,,한강. 1: 제1부 격랑시대,조정래 지음,813.6 조74ㅎ v.1,2019.11.21,2019.12.17
3915,A100053,2002-10-02,생명,송기원 지음,470 송18ㅅ,2019.11.22,2019.12.03
3916,A100104,,동물농장. 5,조지 오웰 지음;도정일 옮김,808.3 세14 v.5,2019.11.22,2019.12.05
3917,A100104,,다르지만 다르지 않습니다,류승연 지음,082 아66 v.32,2019.11.22,2019.12.17
3918,A100178,,여자와 소인배가 논어를 읽는다고,서한겸 지음,148.3 서92ㅇ,2019.11.22,2020.02.03
3919,A100178,,그림이 있어 괜찮은 하루,조안나 지음,650.4 조62ㄱ,2019.11.22,2019.12.11
3920,A100187,2002-07-20,양과 강철의 숲,미야시타 나츠 지음;이소담 옮김,833.6 미63ㅇ c.3,2019.11.22,2019.12.03
3921,A100249,3-2반-2,마력의 태동,히가시노 게이고 지음;양윤옥 옮김,833.6 히12ㅁ,2019.11.22,2019.11.25
3922,A100342,3-4반-6,오늘도 우리 몸은 싸우고 있다,캐서린 카버 지음;양병찬 옮김,511.7 카44ㅇ,2019.11.22,2019.12.19
3923,A100466,3-6반-29,앨리스 죽이기,고바야시 야스미 지음;김은모 옮김,833.6 고42ㅇ,2019.11.22,2019.11.26
3924,A100009,2002-05-01,XX,앤젤라 채드윅 지음;이수영 옮김,843 채27ㅇ,2019.11.25,2019.12.02
3925,A100215,2002-10-10,범인 없는 살인의 밤,히가시노 게이고 지음; 윤성원 옮김,833.6 히12버,2019.11.25,2019.12.02
3926,A100215,2002-10-10,졸업,히가시노 게이고 지음;양윤옥 옮김,833.6 히12ㅈ,2019.11.25,2019.12.02
3927,A100233,,90년생이 온다,임홍택 지음,325.3 임95ㄱ,2019.11.25,2019.12.20
3928,A100233,,(청소년을 위한)진로멘토링 38,김원배 지음,372.6 김66ㅈ,2019.11.25,2019.12.20
3929,A100163,2002-09-18,노스트라다무스의 비밀,데이비드 오베이슨 지음;이창희 옮김,187.3 오44ㄴ c.2,2019.11.27,2019.12.03
3930,A100272,,유진과 유진,이금이 지음,813.6 이17ㅇ,2019.11.27,2019.12.11
3931,A100063,3-11반-14,우든펜 바이블,한국우든펜연구회 지음,684.08 한16ㅇ,2019.11.29,2019.12.06
3932,A100104,,젊은 베르테르의 슬픔. 25,요한 볼프강 폰 괴테 지음;박찬기 옮김,808.3 세14 v.25,2019.11.29,2019.12.05
3933,A100104,,한 사람의 닫힌 문,박소란 지음,811.6 박55ㅎ,2019.11.29,2019.12.05
3934,A100198,3-10반-18,퇴마록 세계편. 4: 그들은 모두를 미워하라 했다,이우혁 지음,813.6 이66ㅌ v.4,2019.11.29,2019.12.02
3935,A100198,3-10반-18,퇴마록 세계편. 3: 왈라키아의 밤,이우혁 지음,813.6 이66ㅌ v.3,2019.11.29,2019.12.02
3936,A100470,3-6반-11,작은마음동호회,윤이형 지음,813.6 윤68ㅈ,2019.11.29,2019.12.04
3937,A100498,3-3반-13,옷을 벗고 색을 입자,황정선 지음 ;이현주 일러스트 및 디자인,592.023 황74ㅇ,2019.11.29,2019.12.03
3938,A100198,3-10반-18,퇴마록. 말-4: 하르마게돈,이우혁 지음,813.6 이66ㅌ v.말-4,2019.12.02,2019.12.03
3939,A100198,3-10반-18,퇴마록. 말-3: 말세편-폭풍전야,이우혁 지음,813.6 이66ㅌ v.말-3,2019.12.02,2019.12.03
3940,A100198,3-10반-18,퇴마록. 말-2: 때는 임박하도다,이우혁 지음,813.6 이66ㅌ v.말-2,2019.12.02,2019.12.02
3941,A100198,3-10반-18,퇴마록. 말-1: 부름,이우혁 지음,813.6 이66ㅌ v.말-1,2019.12.02,2019.12.02
3942,A100206,2002-02-03,기억을 잃은 소년,창신강 글;주수련 옮김,823.7 창58ㄱ c.2,2019.12.02,2019.12.03
3943,A100161,,졸업,히가시노 게이고 지음;양윤옥 옮김,833.6 히12ㅈ,2019.12.03,2019.12.04
3944,A100198,3-10반-18,퇴마록. 말-6: 처음과 같이 이제와 항상 영원히,이우혁 지음,813.6 이66ㅌ v.말-6,2019.12.03,2019.12.04
3945,A100198,3-10반-18,퇴마록. 말-5: 묵시록의 짐승,이우혁 지음,813.6 이66ㅌ v.말-5,2019.12.03,2019.12.04
3946,A100178,,오늘은 이만 좀 쉴게요,손힘찬 지음,818 손98ㅇ,2019.12.11,2020.02.03
3947,A100362,,(똑똑한 미래를 꿈꾸는)인공지능 전문가,이동훈 지음,372.68 잡897 v.24,2019.12.11,2020.01.08
3948,A100198,3-10반-18,퇴마록. 혼-5: 홍수 2,이우혁 지음,813.6 이66ㅌ v.혼-5,2019.12.13,2019.12.16
3949,A100009,2002-05-01,연애의 행방,히가시노 게이고 지음;양윤옥 옮김,833.6 히12ㅇ,2019.12.16,2019.12.19
3950,A100009,2002-05-01,훔쳐보는 여자,민카 켄트 지음;나현진 옮김,843 켄887ㅎ,2019.12.16,2019.12.19
3951,A100022,2002-04-02,다시 사랑하고 싶은 날,신현림 지음,814.6 신94ㄷ,2019.12.16,2019.12.23
3952,A100025,2002-03-02,스키너의 심리상자 열기,로렌 슬레이터 지음;조증열 옮김,180.4 슬294ㅅ,2019.12.16,2019.12.23
3953,A100027,3-7반-3,한국 공포 문학 단편선,이종호 [등] 지음,813.6 이75ㅎ,2019.12.16,2019.12.23
3954,A100031,2002-09-02,(공연예술의 꽃)뮤지컬 A to Z,한소영 지음,674.2 한55ㅁ,2019.12.16,2020.01.07
3955,A100036,2002-01-03,바보 빅터,호아킴 데 포사다;레이먼드 조 [같이] 지음;[한국경제신문 한경BP 옮김],848 포52ㅂ,2019.12.16,2019.12.17
3956,A100036,2002-01-03,할머니는 죽지 않는다,공지영 지음,813.6 공78ㅎ,2019.12.16,2019.12.17
3957,A100044,2002-08-01,과학을 배반하는 과학,에른스트 페터 피셔 지음;전대호 옮김,404 피54ㄱ c.2,2019.12.16,2019.12.23
3958,A100044,2002-08-01,생명,송기원 지음,470 송18ㅅ,2019.12.16,2019.12.19
3959,A100055,2002-02-10,축구를 하며 생각한 것들,손흥민 지음,695.4 손97ㅊ,2019.12.16,2019.12.17
3960,A100066,2002-07-01,아몬드,손원평 지음,813.6 손66ㅇ c.3,2019.12.16,2020.06.05
3961,A100081,2002-04-26,"메시, 축구는 키로 하는 게 아니야",이형석 글;민은정 그림,695.499 이94ㅁ,2019.12.16,2019.12.19
3962,A100081,2002-04-26,(셜록 홈즈의)공포의 계곡,"도일, 아서 코난",843 도68ㄱ,2019.12.16,2019.12.19
3963,A100083,3-2반-11,너의 췌장을 먹고 싶어,스미노 요루 지음;양윤옥 옮김,833.6 스38ㄴ c.3,2019.12.16,2019.12.18
3964,A100086,2002-08-02,소년이 온다,한강 지음,813.6 한12ㅅ,2019.12.16,2019.12.23
3965,A100095,3-4반-19,인체기행,권오길 지음,511.1 권65ㅇㄱ,2019.12.16,2020.01.07
3966,A100101,2002-11-25,달려라 배달 민족,양호문 지음,813.6 양95ㄷ,2019.12.16,2019.12.23
3967,A100107,2002-05-14,위대한 개츠비. 75,F. 스콧 피츠제럴드 지음;김욱동 옮김,808.3 세14 v.75c.2,2019.12.16,2020.01.03
3968,A100116,2002-11-26,드래곤 라자. 1: 태양을 향해 달리는 말,이영도 저,813.6 이64ㄷ v.1,2019.12.16,2019.12.19
3969,A100126,2002-12-06,퇴마록. 국-1: 눈뜨라고 부르는 소리 있도다,이우혁 지음,813.6 이66ㅌ v.국-1,2019.12.16,2019.12.19
3970,A100126,2002-12-06,펭귄도 사실은 롱다리다!,이지유 지음,491.5 이78ㅍ,2019.12.16,2019.12.19
3971,A100141,2002-11-05,언어의 온도,이기주,818 이18ㅇ,2019.12.16,2019.12.23
3972,A100142,2002-12-07,"펭귄, 하늘을 달리다",이병훈;주영하 [공]지음,373.4 이44ㅍ,2019.12.16,2019.12.23
3973,A100142,2002-12-07,너는 특별하단다,삼성고른기회장학재단 엮음,371.93 삼54ㄴ c.4,2019.12.16,2019.12.23
3974,A100144,2002-07-06,그들이 떨어뜨린 것,이경혜 지음,813.6 이14ㄱ,2019.12.16,2019.12.23
3975,A100167,2002-04-08,나는 내가 죽었다고 생각했습니다,질 볼트 테일러 지음;장호연 옮김,513.8 테68ㄴ,2019.12.16,2019.12.23
3976,A100171,2002-11-08,방과 후,히가시노 게이고 지음;양윤옥 옮김,833.6 히12ㅂ,2019.12.16,2019.12.18
3977,A100186,2002-05-05,보이지 않는 진실을 보는 사람들,정희선 지음,367.43 정97ㅂ,2019.12.16,2019.12.23
3978,A100186,2002-05-05,(한권으로 보는)세계문화사전,피오나 맥도널드;앤서니 메이슨 지음 ;장석봉 옮김,,2019.12.16,2019.12.23
3979,A100197,2002-10-21,일반물리학. 1,Halliday;Resnick;Walker [공저];경상대학교 물리학과 [외] 역,420 할298ㅇ v.1,2019.12.16,2019.12.23
3980,A100198,3-10반-18,한국 추리 스릴러 단편선. 5,도진기 [외]지음,813.6 한16 v.5,2019.12.16,2019.12.17
3981,A100199,2002-04-10,회색 인간,김동식 지음,813.6 김25ㅎ,2019.12.16,2019.12.19
3982,A100199,2002-04-10,힘 빼고 행복,고코로야 진노스케 지음;강다영 옮김,189.1 고875ㅎ,2019.12.16,2019.12.19
3983,A100209,2002-11-12,너라는 계절,김지훈 지음,814.6 김78ㄴ,2019.12.16,2019.12.23
3984,A100225,3-2반-1,앵무새 죽이기,하퍼 리 지음;김욱동 옮김,,2019.12.16,2019.12.23
3985,A100229,2002-08-15,아름다운 집,손석춘 지음,813.7 손54ㅇ c.4,2019.12.16,2019.12.18
3986,A100236,2002-02-15,"생각하는 뇌, 생각하는 기계",제프 호킨스;샌드라 블레이크슬리 지음;이한음 옮김,511.1813 호878ㅅ,2019.12.16,2019.12.18
3987,A100239,2002-06-16,모든 순간이 너였다,하태완 지음,814.6 하883ㅁ,2019.12.16,2019.12.23
3988,A100240,2002-07-22,블랙코미디,유병재,818 유44ㅂ,2019.12.16,2019.12.23
3989,A100249,3-2반-2,로스트 심벌. 2,댄 브라운 지음;안종설 옮김,843 브292ㄹ v.2,2019.12.16,2019.12.19
3990,A100249,3-2반-2,로스트 심벌. 1,댄 브라운 지음;안종설 옮김,843 브292ㄹ v.1,2019.12.16,2019.12.19
3991,A100277,2002-03-10,소년은 늙지 않는다,김경욱 지음,813.6 김14ㅅ,2019.12.16,2019.12.17
3992,A100281,2002-11-14,해리포터와 마법사의 돌. 1-1,조앤 K. 롤링 지음;김혜원 옮김,843 롤298ㅎ v.1-1,2019.12.16,2019.12.23
3993,A100292,2002-12-09,어떤 하루,신준모 지음;김진희 그림,814.6 신76ㅇ,2019.12.16,2019.12.23
3994,A100293,3-1빈-7,진실 게임,[최나미 지음],813.6 최192ㅈ,2019.12.16,2019.12.16
3995,A100293,3-1빈-7,82년생 김지영,조남주 지음,813.6 조192ㅍ,2019.12.16,2019.12.17
3996,A100300,2002-04-12,저녁이 깊다,이혜경 지음,813.6 이94ㅈ,2019.12.16,2019.12.19
3997,A100306,2002-09-21,리얼 게임 기획자·아티스트,MODU 매거진 편집부;이윤미 글·사진,336.24 모26ㄹ v.4,2019.12.16,2019.12.18
3998,A100313,3-5반-22,간호사를 부탁해,정인희 지음,512.8 정68ㄱ,2019.12.16,2020.01.06
3999,A100317,2002-12-12,준희와 준,권하은 지음,808.9 창48ㅊ v.66,2019.12.16,2019.12.23
4000,A100317,2002-12-12,썅년의 미학 플러스. 2,민서영 글·그림,337.2 민54ㅆ v.2,2019.12.16,2019.12.17
4001,A100317,2002-12-12,썅년의 미학. 1,민서영 글·그림,337.2 민54ㅆ v.1,2019.12.16,2019.12.16
4002,A100324,3-1빈-24,이타적 유전자,매트 리들리 지음;신좌섭 옮김,,2019.12.16,2019.12.23
4003,A100324,3-1빈-24,거룩한 게으름뱅이의 모험,모리미 도미히코 지음;추지나 옮김,833.6 모298ㄱ,2019.12.16,2019.12.23
4004,A100341,2002-03-13,생활습관만 바꿨을 뿐인데,정이안 지음,517.3 정68ㅅ,2019.12.16,2019.12.23
4005,A100344,2002-03-14,(한입에 쏙! 요리로 만나는)맛있는 과학 실험,비키 콥 지음;테드 카펜터 그림;김보은 옮김,407 콥48ㅁ,2019.12.16,2019.12.18
4006,A100345,2002-03-23,1시간 만에 끝내는 책쓰기 수업,김도사 지음,011.3 김25ㅎ,2019.12.16,2019.12.18
4007,A100348,2002-07-25,미국 민중주의의 역사,안윤모 지음,301.0942 안66ㅁ,2019.12.16,2019.12.23
4008,A100375,2002-08-21,자동차 드로잉,톰 테일러 지음;홍주연 옮김,639.5 테68ㅈ,2019.12.16,2019.12.23
4009,A100389,2002-06-21,인간의 두 얼굴,EBS 제작팀;김지승 [공]지음,,2019.12.16,2020.01.06
4010,A100389,2002-06-21,이 정도 개념은 알아야 사회를 논하지!,박민영 지음,304 박38ㅇ,2019.12.16,2020.01.06
4011,A100393,2002-08-22,너의 췌장을 먹고 싶어,스미노 요루 지음;양윤옥 옮김,833.6 스38ㄴ c.2,2019.12.16,2020.06.11
4012,A100394,2002-11-20,앨리스의 소보로빵,홍명진 글,813.6 홍34ㅇ,2019.12.16,2019.12.23
4013,A100399,2002-10-13,자살한 양말,마리아순 란다 지음;페데리코 델리카도 그림;유혜경 옮김,873 란22ㅈ,2019.12.16,2019.12.23
4014,A100399,2002-10-13,그런 마음이 날 눈물짓게 해,고유영 [외]지음,811.6 고66ㄱ,2019.12.16,2019.12.23
4015,A100400,2002-02-07,아무도 날 사랑하지 않아,도리스 되리 지음;김라합 옮김,853 되298ㅇ,2019.12.16,2019.12.17
4016,A100407,2002-05-10,며느리 사표,영주 지음,337.1 영76ㅁ,2019.12.16,2019.12.23
4017,A100415,2002-07-08,(청소년을 위한)뇌과학,니콜라우스 뉘첼;위르겐 안드리히 지음;김완균 옮김,511 뉘83ㄴ,2019.12.16,2019.12.17
4018,A100415,2002-07-08,뇌 속의 신체지도,샌드라 블레이크슬리;매슈 블레이크슬리 [공]지음;정병선 옮김,511.1813 블294ㄴ,2019.12.16,2019.12.23
4019,A100417,3-11반-21,운동화에 담긴 뉴발란스 이야기,박진영 지음,325.04 박78ㅇ,2019.12.16,2019.12.18
4020,A100417,3-11반-21,(공병호의)초콜릿,공병호 지음,325.04 공44ㅊ,2019.12.16,2019.12.18
4021,A100436,2002-04-20,(한 마디를 해도 통하는 김영철·타일러의)진짜 미국식 영어,김영철;타일러 [공]지음,747.5 김64ㅈ,2019.12.16,2019.12.19
4022,A100443,2002-07-27,라라랜드,데이미언 셔젤 감독,688.2 셔74ㄹ,2019.12.16,2019.12.16
4023,A100445,2002-08-24,"총, 균, 쇠",재레드 다이아몬드 지음;김진준 옮김,389 다68ㅊ,2019.12.16,2019.12.23
4024,A100445,2002-08-24,"(수능, 내신, 학종을 위한)공부완성 독서법",신진상 지음,029.4 신78ㄱ,2019.12.16,2019.12.23
4025,A100449,2002-12-28,타샤가 사랑한 요리,윈즐로 튜더 지음;서지희 옮김,594.5 튜24ㅌ,2019.12.16,2019.12.17
4026,A100454,2002-03-16,리더를 꿈꾸는 청소년에게,존 C. 맥스웰 지음;김성 옮김,331.1 맥57ㄹ,2019.12.16,2019.12.23
4027,A100454,2002-03-16,십대들을 위한 생각연습,정종삼;박상욱 [공]지음,104 정75ㅅ,2019.12.16,2019.12.23
4028,A100456,2002-09-24,셜록 홈즈 전집. 1: 주홍색 연구,아서 코난 도일 지음;백영미 옮김,843 도68ㅅ v.1,2019.12.16,2019.12.17
4029,A100457,3-12반-13,터널,소재원 지음,813.6 소73ㅌ,2019.12.16,2019.12.19
4030,A100458,2002-09-13,범인 없는 살인의 밤,히가시노 게이고 지음; 윤성원 옮김,833.6 히12버,2019.12.16,2020.01.07
4031,A100476,2002-08-27,세상을 바꾼 생물,원정현 지음,470 원74ㅅ,2019.12.16,2019.12.23
4032,A100477,3-1빈-30,새로운 주거의 형태,이문섭 저,617 이36ㅅ,2019.12.16,2019.12.18
4033,A100477,3-1빈-30,"건축의 거인들, 초대 받다",자예 아베이트;마이클 톰셋 [공]지음;김주연 엮음;김현정 옮김,고 610.99 애43ㄱ,2019.12.16,2019.12.18
4034,A100482,2002-07-28,맨홀. 2,박지리,813.6 박78ㅁ c.2,2019.12.16,2019.12.16
4035,A100488,2002-03-26,상어의 도시. 1,넬레 노이하우스 지음;서유리 옮김,853 노68ㅅ v.1,2019.12.16,2019.12.23
4036,A100488,2002-03-26,(태양이 만든 난로)햇빛온풍기,이재열 저,547.78 이73ㅎ,2019.12.16,2019.12.23
4037,A100538,2002-02-25,(PD가 말하는) PD. 1,김민식 외 지음,336.24 부829ㅂ v.1,2019.12.16,2020.01.08
4038,A100538,2002-02-25,검색되지 않을 자유,임태훈 지음,331.5412 임883ㄱ,2019.12.16,2020.01.08
4039,A100541,2002-10-31,테크놀로지와 함께 하는 수학교육,권성룡;김남균;류성림;박성선 지음,410.7 권54ㅌ,2019.12.16,2019.12.23
4040,A100541,2002-10-31,우리 역사 속 수학 이야기,이장주 지음,410.9 이72ㅇ,2019.12.16,2019.12.23
4041,A100030,3-4반-1,세계 건축가 해부도감,오이 다카히로;이치카와 코지;요시모토 노리오;와다 류스케 지음;노경아 옮김,610.09 오68ㅅ,2019.12.17,2019.12.18
4042,A100036,2002-01-03,천사와 악마. 1,댄 브라운 지음;홍성영 옮김,843 브292ㅊ v.1,2019.12.17,2019.12.19
4043,A100055,2002-02-10,축구는 문화다,홍대선;손영래 글,695.4 홍23ㅊ,2019.12.17,2019.12.24
4044,A100064,,미휴의 디자인 천연비누,권경미 지음,579.1 권14ㅁ,2019.12.17,2019.12.17
4045,A100086,3-3반-4,용의자 X의 헌신,히가시노 게이고 지음;양억관 옮김,833.6 히12ㅇ,2019.12.17,2020.01.06
4046,A100086,3-3반-4,아몬드,손원평 지음,813.6 손66ㅇ,2019.12.17,2020.01.06
4047,A100099,3-6반-3,그대 눈동자에 건배,히가시노 게이고 지음;양윤옥 옮김,833.6 히12ㄱ,2019.12.17,2019.12.23
4048,A100104,,어느 인문학자의 6.25,강인숙 지음,818 강68ㅇ,2019.12.17,2019.12.23
4049,A100121,3-7반-6,"사양합니다, 동네 바보 형이라는 말",류승연 지음,338.3 류57ㅅ,2019.12.17,2019.12.24
4050,A100161,,기도의 막이 내릴 때,히가시노 게이고 지음;김난주 옮김,833.6 히12ㄱ,2019.12.17,2019.12.26
4051,A100198,3-10반-18,디셉션 포인트. 1,댄 브라운 지음;이창식 옮김,843.6 브292ㄷ v.1,2019.12.17,2019.12.18
4052,A100198,3-10반-18,디셉션 포인트. 2,댄 브라운 지음;이창식 옮김,843.6 브292ㄷ v.2,2019.12.17,2019.12.18
4053,A100274,2002-08-17,과학혁명의 구조,토머스 S. 쿤 지음;김명자;홍성욱 옮김,401 쿤885ㄱ,2019.12.17,2019.12.24
4054,A100280,3-6반-9,(청소년을 위한)논어 이야기,장개충 편역,고 148.3 장12ㄴ,2019.12.17,2020.01.06
4055,A100293,3-1빈-7,구해줘,기욤 뮈소 지음;윤미연 옮김,863 뮈55ㄱ,2019.12.17,2019.12.19
4056,A100298,3-4반-5,잠. 1,베르나르 베르베르 지음;전미영 옮김,863 베297ㅈ v.1,2019.12.17,2020.01.06
4057,A100332,3-7반-13,한 번뿐인 네 인생 자신있게 살아라,필립 체스터필드 지음;채형민 옮김,199.5 체57ㅎ,2019.12.17,2019.12.24
4058,A100359,3-10반-23,사물인터넷,커넥팅랩 지음,004.58 커194ㅅ,2019.12.17,2019.12.19
4059,A100359,3-10반-23,링크,A. L. 바라바시 지음; 강병남 외 옮김,005.754 바292ㄹ,2019.12.17,2019.12.19
4060,A100415,2002-07-08,넛지,리처드 탈러;캐스 선스타인 [공]지음;안진환 옮김,321.89 탈294ㄴ,2019.12.17,2019.12.23
4061,A100422,3-7반-17,어쩌면 내가 가장 듣고 싶었던 말,정희재 지음,814.6 정97ㅇ,2019.12.17,2020.01.06
4062,A100422,3-7반-17,달의 위로,안상현 지음,818 안52ㄷ,2019.12.17,2020.01.06
4063,A100489,,방랑자들,올가 토카르추크 지음;최성은 옮김,892.95 토872ㅂ,2019.12.17,2020.01.07
4064,A100489,,목련정전,최은미 지음,813.6 최67ㅁ,2019.12.17,2020.01.07
4065,A100515,2002-06-28,블레이드. 1: 열다섯 살 소년의 위험한 도망기,팀 보울러 지음;신선해 옮김,843 보66ㅂ v.1,2019.12.17,2019.12.24
